1772219448.39996_7419.mark-pc-ubuntu,U=7419
1772423540.732433_566.mark-pc-ubuntu,U=125702
1772458496.732433_36307.mark-pc-ubuntu,U=161443
1772319813.161440_23445.mark-pc-ubuntu,U=92809
1772419180.454304_18114.mark-pc-ubuntu,U=119187
1772454424.732433_34666.mark-pc-ubuntu,U=159802
1772414343.454304_8328.mark-pc-ubuntu,U=109401
1772418531.454304_17050.mark-pc-ubuntu,U=118123
1772527594.1420016_30481.mark-pc-ubuntu,U=205391
1772511564.1420016_9441.mark-pc-ubuntu,U=184351
1772246002.39996_57561.mark-pc-ubuntu,U=57561
1772307253.161440_4856.mark-pc-ubuntu,U=74220
1772225370.39996_22533.mark-pc-ubuntu,U=22533
1772321399.161440_25993.mark-pc-ubuntu,U=95357
1772317398.161440_19552.mark-pc-ubuntu,U=88916
1772437162.732433_21683.mark-pc-ubuntu,U=146819
1772514169.1420016_12923.mark-pc-ubuntu,U=187833
1772414481.454304_8627.mark-pc-ubuntu,U=109700
1772219604.39996_8014.mark-pc-ubuntu,U=8014
1772430567.732433_12928.mark-pc-ubuntu,U=138064
1772413967.454304_6783.mark-pc-ubuntu,U=107856
1772246298.39996_57976.mark-pc-ubuntu,U=57976
1772322695.161440_27570.mark-pc-ubuntu,U=96934
1772220828.39996_13233.mark-pc-ubuntu,U=13233
1772529333.1420016_32593.mark-pc-ubuntu,U=207503
1772218902.39996_3485.mark-pc-ubuntu,U=3485
1772517501.1420016_17441.mark-pc-ubuntu,U=192351
1772494503.732433_45232.mark-pc-ubuntu,U=170368
1772417107.454304_11300.mark-pc-ubuntu,U=112373
1772580401.2143882_429.mark-pc-ubuntu,U=232300
1772306057.161440_3453.mark-pc-ubuntu,U=72817
1772320201.161440_24188.mark-pc-ubuntu,U=93552
1772425016.732433_3625.mark-pc-ubuntu,U=128761
1772305267.161440_2365.mark-pc-ubuntu,U=71729
1772425112.732433_3890.mark-pc-ubuntu,U=129026
1772247336.39996_59301.mark-pc-ubuntu,U=59301
1772437826.732433_22505.mark-pc-ubuntu,U=147641
1772515661.1420016_14989.mark-pc-ubuntu,U=189899
1772417515.454304_13384.mark-pc-ubuntu,U=114457
1772218571.39996_1199.mark-pc-ubuntu,U=1199
1772326967.29350_160.mark-pc-ubuntu,U=99815
1772218515.39996_680.mark-pc-ubuntu,U=680
1772304752.161440_1551.mark-pc-ubuntu,U=70915
1772519073.1420016_19635.mark-pc-ubuntu,U=194545
1772445216.732433_29602.mark-pc-ubuntu,U=154738
1772229152.39996_30790.mark-pc-ubuntu,U=30790
1772227850.39996_27486.mark-pc-ubuntu,U=27486
1772240501.39996_50576.mark-pc-ubuntu,U=50576
1772459863.732433_36803.mark-pc-ubuntu,U=161939
1772434776.732433_18722.mark-pc-ubuntu,U=143858
1772327696.29350_784.mark-pc-ubuntu,U=100439
1772255061.39996_65568.mark-pc-ubuntu,U=65568
1772245772.39996_57221.mark-pc-ubuntu,U=57221
1772227695.39996_27044.mark-pc-ubuntu,U=27044
1772558188.1420016_50479.mark-pc-ubuntu,U=225389
1772319852.161440_23535.mark-pc-ubuntu,U=92899
1772440077.732433_25136.mark-pc-ubuntu,U=150272
1772227973.39996_27791.mark-pc-ubuntu,U=27791
1772429136.732433_10527.mark-pc-ubuntu,U=135663
1772443297.732433_28135.mark-pc-ubuntu,U=153271
1772324429.5014_939.mark-pc-ubuntu,U=99375
1772224180.39996_20604.mark-pc-ubuntu,U=20604
1772450633.732433_32871.mark-pc-ubuntu,U=158007
1772417424.454304_12911.mark-pc-ubuntu,U=113984
1772524857.1420016_27139.mark-pc-ubuntu,U=202049
1772261702.39996_68847.mark-pc-ubuntu,U=68847
1772445671.732433_29925.mark-pc-ubuntu,U=155061
1772537647.1420016_39919.mark-pc-ubuntu,U=214829
1772569609.1420016_54469.mark-pc-ubuntu,U=229379
1772230245.39996_33133.mark-pc-ubuntu,U=33133
1772432200.732433_15041.mark-pc-ubuntu,U=140177
1772308268.161440_5962.mark-pc-ubuntu,U=75326
1772305994.161440_3372.mark-pc-ubuntu,U=72736
1772464118.732433_38217.mark-pc-ubuntu,U=163353
1772524474.1420016_26568.mark-pc-ubuntu,U=201478
1772427087.732433_7275.mark-pc-ubuntu,U=132411
1772458792.732433_36417.mark-pc-ubuntu,U=161553
1772440125.732433_25188.mark-pc-ubuntu,U=150324
1772463247.732433_37943.mark-pc-ubuntu,U=163079
1772232523.39996_37870.mark-pc-ubuntu,U=37870
1772472361.732433_40548.mark-pc-ubuntu,U=165684
1772446667.732433_30596.mark-pc-ubuntu,U=155732
1772231665.39996_36710.mark-pc-ubuntu,U=36710
1772312518.161440_12323.mark-pc-ubuntu,U=81687
1772219438.39996_7367.mark-pc-ubuntu,U=7367
1772520956.1420016_21980.mark-pc-ubuntu,U=196890
1772518086.1420016_18313.mark-pc-ubuntu,U=193223
1772256024.39996_66120.mark-pc-ubuntu,U=66120
1772509190.1420016_5985.mark-pc-ubuntu,U=180895
1772509827.1420016_6745.mark-pc-ubuntu,U=181655
1772513717.1420016_12226.mark-pc-ubuntu,U=187136
1772222641.39996_15806.mark-pc-ubuntu,U=15806
1772317754.161440_20043.mark-pc-ubuntu,U=89407
1772413932.454304_6511.mark-pc-ubuntu,U=107584
1772446388.732433_30414.mark-pc-ubuntu,U=155550
1772244831.39996_56095.mark-pc-ubuntu,U=56095
1772318927.161440_21481.mark-pc-ubuntu,U=90845
1772319909.161440_23656.mark-pc-ubuntu,U=93020
1772505207.1420016_909.mark-pc-ubuntu,U=175819
1772319650.161440_23136.mark-pc-ubuntu,U=92500
1772229010.39996_30502.mark-pc-ubuntu,U=30502
1772415337.454304_9710.mark-pc-ubuntu,U=110783
1772417926.454304_15466.mark-pc-ubuntu,U=116539
1772232046.39996_37229.mark-pc-ubuntu,U=37229
1772219815.39996_9949.mark-pc-ubuntu,U=9949
1772565750.1420016_53213.mark-pc-ubuntu,U=228123
1772303904.161440_1135.mark-pc-ubuntu,U=70499
1772421803.454304_22854.mark-pc-ubuntu,U=123927
1772230636.39996_34207.mark-pc-ubuntu,U=34207
1772457284.732433_35845.mark-pc-ubuntu,U=160981
1772516092.1420016_15513.mark-pc-ubuntu,U=190423
1772221285.39996_13720.mark-pc-ubuntu,U=13720
1772413388.454304_462.mark-pc-ubuntu,U=101535
1772229987.39996_32249.mark-pc-ubuntu,U=32249
1772234231.39996_40252.mark-pc-ubuntu,U=40252
1772558410.1420016_50565.mark-pc-ubuntu,U=225475
1772517483.1420016_17409.mark-pc-ubuntu,U=192319
1772244034.39996_55254.mark-pc-ubuntu,U=55254
1772316172.161440_17644.mark-pc-ubuntu,U=87008
1772417125.454304_11350.mark-pc-ubuntu,U=112423
1772232084.39996_37272.mark-pc-ubuntu,U=37272
1772521309.1420016_22498.mark-pc-ubuntu,U=197408
1772423395.732433_81.mark-pc-ubuntu,U=125217
1772231606.39996_36611.mark-pc-ubuntu,U=36611
1772240791.39996_50929.mark-pc-ubuntu,U=50929
1772317590.161440_19830.mark-pc-ubuntu,U=89194
1772312953.161440_13083.mark-pc-ubuntu,U=82447
1772413554.454304_2344.mark-pc-ubuntu,U=103417
1772413375.454304_316.mark-pc-ubuntu,U=101389
1772312090.161440_11590.mark-pc-ubuntu,U=80954
1772550233.1420016_47110.mark-pc-ubuntu,U=222020
1772413572.454304_2513.mark-pc-ubuntu,U=103586
1772449076.732433_32036.mark-pc-ubuntu,U=157172
1772447153.732433_30900.mark-pc-ubuntu,U=156036
1772426561.732433_6751.mark-pc-ubuntu,U=131887
1772257404.39996_66836.mark-pc-ubuntu,U=66836
1772227006.39996_25184.mark-pc-ubuntu,U=25184
1772320469.161440_24634.mark-pc-ubuntu,U=93998
1772237305.39996_45825.mark-pc-ubuntu,U=45825
1772235519.39996_42697.mark-pc-ubuntu,U=42697
1772441822.732433_26884.mark-pc-ubuntu,U=152020
1772262625.39996_69236.mark-pc-ubuntu,U=69236
1772516666.1420016_16171.mark-pc-ubuntu,U=191081
1772255543.39996_65853.mark-pc-ubuntu,U=65853
1772446404.732433_30425.mark-pc-ubuntu,U=155561
1772512382.1420016_10454.mark-pc-ubuntu,U=185364
1772225260.39996_22396.mark-pc-ubuntu,U=22396
1772413989.454304_6916.mark-pc-ubuntu,U=107989
1772218880.39996_3379.mark-pc-ubuntu,U=3379
1772312517.161440_12321.mark-pc-ubuntu,U=81685
1772310101.161440_9025.mark-pc-ubuntu,U=78389
1772237008.39996_45284.mark-pc-ubuntu,U=45284
1772222332.39996_14810.mark-pc-ubuntu,U=14810
1772324132.5014_416.mark-pc-ubuntu,U=98852
1772428998.732433_10219.mark-pc-ubuntu,U=135355
1772527972.1420016_30960.mark-pc-ubuntu,U=205870
1772232225.39996_37424.mark-pc-ubuntu,U=37424
1772499158.732433_46149.mark-pc-ubuntu,U=171285
1772219035.39996_4318.mark-pc-ubuntu,U=4318
1772322721.161440_27599.mark-pc-ubuntu,U=96963
1772534705.1420016_37605.mark-pc-ubuntu,U=212515
1772239547.39996_49544.mark-pc-ubuntu,U=49544
1772448585.732433_31759.mark-pc-ubuntu,U=156895
1772414048.454304_7264.mark-pc-ubuntu,U=108337
1772227829.39996_27427.mark-pc-ubuntu,U=27427
1772327607.29350_713.mark-pc-ubuntu,U=100368
1772307938.161440_5560.mark-pc-ubuntu,U=74924
1772464343.732433_38287.mark-pc-ubuntu,U=163423
1772514374.1420016_13250.mark-pc-ubuntu,U=188160
1772240091.39996_50164.mark-pc-ubuntu,U=50164
1772306168.161440_3601.mark-pc-ubuntu,U=72965
1772442621.732433_27591.mark-pc-ubuntu,U=152727
1772452527.732433_33805.mark-pc-ubuntu,U=158941
1772490663.732433_44535.mark-pc-ubuntu,U=169671
1772239654.39996_49688.mark-pc-ubuntu,U=49688
1772439858.732433_24898.mark-pc-ubuntu,U=150034
1772439030.732433_23970.mark-pc-ubuntu,U=149106
1772223426.39996_17888.mark-pc-ubuntu,U=17888
1772424312.732433_2247.mark-pc-ubuntu,U=127383
1772223652.39996_18928.mark-pc-ubuntu,U=18928
1772219011.39996_4132.mark-pc-ubuntu,U=4132
1772243464.39996_54573.mark-pc-ubuntu,U=54573
1772230899.39996_34942.mark-pc-ubuntu,U=34942
1772432735.732433_15791.mark-pc-ubuntu,U=140927
1772560423.1420016_51327.mark-pc-ubuntu,U=226237
1772223439.39996_17932.mark-pc-ubuntu,U=17932
1772324243.5014_608.mark-pc-ubuntu,U=99044
1772322926.161440_27889.mark-pc-ubuntu,U=97253
1772240575.39996_50656.mark-pc-ubuntu,U=50656
1772445608.732433_29881.mark-pc-ubuntu,U=155017
1772230040.39996_32422.mark-pc-ubuntu,U=32422
1772551527.1420016_47709.mark-pc-ubuntu,U=222619
1772514756.1420016_13793.mark-pc-ubuntu,U=188703
1772503409.732433_49226.mark-pc-ubuntu,U=174362
1772525607.1420016_28142.mark-pc-ubuntu,U=203052
1772251388.39996_63088.mark-pc-ubuntu,U=63088
1772517506.1420016_17449.mark-pc-ubuntu,U=192359
1772424922.732433_3422.mark-pc-ubuntu,U=128558
1772478305.732433_41980.mark-pc-ubuntu,U=167116
1772226938.39996_25041.mark-pc-ubuntu,U=25041
1772429382.732433_11020.mark-pc-ubuntu,U=136156
1772531524.1420016_34757.mark-pc-ubuntu,U=209667
1772507812.1420016_4332.mark-pc-ubuntu,U=179242
1772435573.732433_19710.mark-pc-ubuntu,U=144846
1772445728.732433_29965.mark-pc-ubuntu,U=155101
1772425149.732433_3990.mark-pc-ubuntu,U=129126
1772417589.454304_13819.mark-pc-ubuntu,U=114892
1772417638.454304_14158.mark-pc-ubuntu,U=115231
1772434493.732433_18356.mark-pc-ubuntu,U=143492
1772231212.39996_35750.mark-pc-ubuntu,U=35750
1772251731.39996_63352.mark-pc-ubuntu,U=63352
1772532507.1420016_35756.mark-pc-ubuntu,U=210666
1772485886.732433_43608.mark-pc-ubuntu,U=168744
1772220463.39996_12654.mark-pc-ubuntu,U=12654
1772229100.39996_30691.mark-pc-ubuntu,U=30691
1772227004.39996_25182.mark-pc-ubuntu,U=25182
1772455462.732433_35109.mark-pc-ubuntu,U=160245
1772479337.732433_42215.mark-pc-ubuntu,U=167351
1772529510.1420016_32782.mark-pc-ubuntu,U=207692
1772314352.161440_15029.mark-pc-ubuntu,U=84393
1772239004.39996_48685.mark-pc-ubuntu,U=48685
1772443774.732433_28512.mark-pc-ubuntu,U=153648
1772421791.454304_22821.mark-pc-ubuntu,U=123894
1772525412.1420016_27875.mark-pc-ubuntu,U=202785
1772218976.39996_3955.mark-pc-ubuntu,U=3955
1772221416.39996_13840.mark-pc-ubuntu,U=13840
1772422139.454304_23761.mark-pc-ubuntu,U=124834
1772413995.454304_6957.mark-pc-ubuntu,U=108030
1772426646.732433_6839.mark-pc-ubuntu,U=131975
1772436248.732433_20546.mark-pc-ubuntu,U=145682
1772433593.732433_17077.mark-pc-ubuntu,U=142213
1772308273.161440_5971.mark-pc-ubuntu,U=75335
1772227129.39996_25546.mark-pc-ubuntu,U=25546
1772219357.39996_6955.mark-pc-ubuntu,U=6955
1772248880.39996_60926.mark-pc-ubuntu,U=60926
1772251120.39996_62881.mark-pc-ubuntu,U=62881
1772242456.39996_53102.mark-pc-ubuntu,U=53102
1772219632.39996_8114.mark-pc-ubuntu,U=8114
1772242462.39996_53112.mark-pc-ubuntu,U=53112
1772431938.732433_14670.mark-pc-ubuntu,U=139806
1772427734.732433_8150.mark-pc-ubuntu,U=133286
1772323129.161440_28212.mark-pc-ubuntu,U=97576
1772259916.39996_68056.mark-pc-ubuntu,U=68056
1772255374.39996_65753.mark-pc-ubuntu,U=65753
1772319537.161440_22884.mark-pc-ubuntu,U=92248
1772421206.454304_20907.mark-pc-ubuntu,U=121980
1772242260.39996_52815.mark-pc-ubuntu,U=52815
1772223707.39996_19127.mark-pc-ubuntu,U=19127
1772234090.39996_40013.mark-pc-ubuntu,U=40013
1772239166.39996_48949.mark-pc-ubuntu,U=48949
1772452758.732433_33914.mark-pc-ubuntu,U=159050
1772519793.1420016_20475.mark-pc-ubuntu,U=195385
1772465099.732433_38522.mark-pc-ubuntu,U=163658
1772413742.454304_4364.mark-pc-ubuntu,U=105437
1772526989.1420016_29837.mark-pc-ubuntu,U=204747
1772429749.732433_11673.mark-pc-ubuntu,U=136809
1772479567.732433_42266.mark-pc-ubuntu,U=167402
1772451695.732433_33406.mark-pc-ubuntu,U=158542
1772442234.732433_27257.mark-pc-ubuntu,U=152393
1772309146.161440_7655.mark-pc-ubuntu,U=77019
1772530693.1420016_33968.mark-pc-ubuntu,U=208878
1772494065.732433_45154.mark-pc-ubuntu,U=170290
1772227201.39996_25771.mark-pc-ubuntu,U=25771
1772418907.454304_17715.mark-pc-ubuntu,U=118788
1772315786.161440_16995.mark-pc-ubuntu,U=86359
1772228855.39996_30106.mark-pc-ubuntu,U=30106
1772218682.39996_2036.mark-pc-ubuntu,U=2036
1772309749.161440_8564.mark-pc-ubuntu,U=77928
1772249790.39996_61773.mark-pc-ubuntu,U=61773
1772417456.454304_13114.mark-pc-ubuntu,U=114187
1772253026.39996_64275.mark-pc-ubuntu,U=64275
1772249058.39996_61099.mark-pc-ubuntu,U=61099
1772232810.39996_38372.mark-pc-ubuntu,U=38372
1772522110.1420016_23651.mark-pc-ubuntu,U=198561
1772223210.39996_17027.mark-pc-ubuntu,U=17027
1772417917.454304_15420.mark-pc-ubuntu,U=116493
1772244497.39996_55729.mark-pc-ubuntu,U=55729
1772517221.1420016_16970.mark-pc-ubuntu,U=191880
1772539592.1420016_41288.mark-pc-ubuntu,U=216198
1772433230.732433_16502.mark-pc-ubuntu,U=141638
1772218964.39996_3863.mark-pc-ubuntu,U=3863
1772454644.732433_34762.mark-pc-ubuntu,U=159898
1772225646.39996_22869.mark-pc-ubuntu,U=22869
1772241353.39996_51633.mark-pc-ubuntu,U=51633
1772435985.732433_20216.mark-pc-ubuntu,U=145352
1772443024.732433_27920.mark-pc-ubuntu,U=153056
1772223626.39996_18840.mark-pc-ubuntu,U=18840
1772305551.161440_2770.mark-pc-ubuntu,U=72134
1772595985.2229872_1237.mark-pc-ubuntu,U=237328
1772433525.732433_16951.mark-pc-ubuntu,U=142087
1772545938.1420016_44978.mark-pc-ubuntu,U=219888
1772489610.732433_44336.mark-pc-ubuntu,U=169472
1772413850.454304_5634.mark-pc-ubuntu,U=106707
1772426182.732433_6274.mark-pc-ubuntu,U=131410
1772230386.39996_33534.mark-pc-ubuntu,U=33534
1772475717.732433_41376.mark-pc-ubuntu,U=166512
1772425222.732433_4189.mark-pc-ubuntu,U=129325
1772414542.454304_8743.mark-pc-ubuntu,U=109816
1772519372.1420016_20017.mark-pc-ubuntu,U=194927
1772512434.1420016_10519.mark-pc-ubuntu,U=185429
1772234962.39996_41690.mark-pc-ubuntu,U=41690
1772223358.39996_17658.mark-pc-ubuntu,U=17658
1772324203.5014_540.mark-pc-ubuntu,U=98976
1772517696.1420016_17751.mark-pc-ubuntu,U=192661
1772219734.39996_9101.mark-pc-ubuntu,U=9101
1772416026.454304_10249.mark-pc-ubuntu,U=111322
1772231724.39996_36802.mark-pc-ubuntu,U=36802
1772250736.39996_62569.mark-pc-ubuntu,U=62569
1772234664.39996_41081.mark-pc-ubuntu,U=41081
1772219889.39996_10608.mark-pc-ubuntu,U=10608
1772503123.732433_48866.mark-pc-ubuntu,U=174002
1772498448.732433_45915.mark-pc-ubuntu,U=171051
1772481630.732433_42719.mark-pc-ubuntu,U=167855
1772433859.732433_17490.mark-pc-ubuntu,U=142626
1772465791.732433_38733.mark-pc-ubuntu,U=163869
1772222424.39996_15137.mark-pc-ubuntu,U=15137
1772471665.732433_40370.mark-pc-ubuntu,U=165506
1772521643.1420016_22990.mark-pc-ubuntu,U=197900
1772324343.5014_780.mark-pc-ubuntu,U=99216
1772507991.1420016_4564.mark-pc-ubuntu,U=179474
1772518464.1420016_18840.mark-pc-ubuntu,U=193750
1772238218.39996_47343.mark-pc-ubuntu,U=47343
1772435246.732433_19310.mark-pc-ubuntu,U=144446
1772243393.39996_54472.mark-pc-ubuntu,U=54472
1772318578.161440_21047.mark-pc-ubuntu,U=90411
1772219301.39996_6606.mark-pc-ubuntu,U=6606
1772565122.1420016_52997.mark-pc-ubuntu,U=227907
1772457366.732433_35877.mark-pc-ubuntu,U=161013
1772433324.732433_16633.mark-pc-ubuntu,U=141769
1772427716.732433_8124.mark-pc-ubuntu,U=133260
1772223260.39996_17265.mark-pc-ubuntu,U=17265
1772578917.2143882_15.mark-pc-ubuntu,U=231886
1772227393.39996_26222.mark-pc-ubuntu,U=26222
1772470372.732433_40029.mark-pc-ubuntu,U=165165
1772530354.1420016_33648.mark-pc-ubuntu,U=208558
1772229033.39996_30557.mark-pc-ubuntu,U=30557
1772230771.39996_34620.mark-pc-ubuntu,U=34620
1772249060.39996_61100.mark-pc-ubuntu,U=61100
1772449718.732433_32388.mark-pc-ubuntu,U=157524
1772421666.454304_22457.mark-pc-ubuntu,U=123530
1772256157.39996_66195.mark-pc-ubuntu,U=66195
1772437134.732433_21644.mark-pc-ubuntu,U=146780
1772418720.454304_17408.mark-pc-ubuntu,U=118481
1772219403.39996_7200.mark-pc-ubuntu,U=7200
1772424327.732433_2274.mark-pc-ubuntu,U=127410
1772592222.2143882_3913.mark-pc-ubuntu,U=235784
1772424540.732433_2647.mark-pc-ubuntu,U=127783
1772521551.1420016_22856.mark-pc-ubuntu,U=197766
1772417338.454304_12190.mark-pc-ubuntu,U=113263
1772560341.1420016_51295.mark-pc-ubuntu,U=226205
1772527359.1420016_30219.mark-pc-ubuntu,U=205129
1772260731.39996_68425.mark-pc-ubuntu,U=68425
1772255554.39996_65859.mark-pc-ubuntu,U=65859
1772421756.454304_22686.mark-pc-ubuntu,U=123759
1772524652.1420016_26833.mark-pc-ubuntu,U=201743
1772227127.39996_25541.mark-pc-ubuntu,U=25541
1772224280.39996_20840.mark-pc-ubuntu,U=20840
1772305869.161440_3208.mark-pc-ubuntu,U=72572
1772219043.39996_4369.mark-pc-ubuntu,U=4369
1772323484.161440_28756.mark-pc-ubuntu,U=98120
1772438953.732433_23877.mark-pc-ubuntu,U=149013
1772218949.39996_3729.mark-pc-ubuntu,U=3729
1772432697.732433_15739.mark-pc-ubuntu,U=140875
1772229921.39996_32144.mark-pc-ubuntu,U=32144
1772569264.1420016_54360.mark-pc-ubuntu,U=229270
1772580557.2143882_472.mark-pc-ubuntu,U=232343
1772307003.161440_4587.mark-pc-ubuntu,U=73951
1772230681.39996_34324.mark-pc-ubuntu,U=34324
1772231329.39996_36017.mark-pc-ubuntu,U=36017
1772223823.39996_19492.mark-pc-ubuntu,U=19492
1772540543.1420016_41924.mark-pc-ubuntu,U=216834
1772313596.161440_14064.mark-pc-ubuntu,U=83428
1772219964.39996_11010.mark-pc-ubuntu,U=11010
1772235543.39996_42736.mark-pc-ubuntu,U=42736
1772419698.454304_18713.mark-pc-ubuntu,U=119786
1772311798.161440_11101.mark-pc-ubuntu,U=80465
1772516737.1420016_16252.mark-pc-ubuntu,U=191162
1772309055.161440_7509.mark-pc-ubuntu,U=76873
1772231183.39996_35684.mark-pc-ubuntu,U=35684
1772437411.732433_21985.mark-pc-ubuntu,U=147121
1772234977.39996_41718.mark-pc-ubuntu,U=41718
1772530232.1420016_33532.mark-pc-ubuntu,U=208442
1772529115.1420016_32360.mark-pc-ubuntu,U=207270
1772235689.39996_42988.mark-pc-ubuntu,U=42988
1772223572.39996_18615.mark-pc-ubuntu,U=18615
1772413478.454304_1556.mark-pc-ubuntu,U=102629
1772223795.39996_19382.mark-pc-ubuntu,U=19382
1772261763.39996_68873.mark-pc-ubuntu,U=68873
1772244930.39996_56216.mark-pc-ubuntu,U=56216
1772420965.454304_20227.mark-pc-ubuntu,U=121300
1772506463.1420016_2352.mark-pc-ubuntu,U=177262
1772242071.39996_52521.mark-pc-ubuntu,U=52521
1772443579.732433_28357.mark-pc-ubuntu,U=153493
1772219251.39996_6096.mark-pc-ubuntu,U=6096
1772242537.39996_53220.mark-pc-ubuntu,U=53220
1772423410.732433_150.mark-pc-ubuntu,U=125286
1772532847.1420016_36076.mark-pc-ubuntu,U=210986
1772421510.454304_21937.mark-pc-ubuntu,U=123010
1772312481.161440_12261.mark-pc-ubuntu,U=81625
1772499315.732433_46249.mark-pc-ubuntu,U=171385
1772228438.39996_28812.mark-pc-ubuntu,U=28812
1772235959.39996_43398.mark-pc-ubuntu,U=43398
1772516839.1420016_16360.mark-pc-ubuntu,U=191270
1772239603.39996_49621.mark-pc-ubuntu,U=49621
1772312320.161440_11973.mark-pc-ubuntu,U=81337
1772516569.1420016_16052.mark-pc-ubuntu,U=190962
1772440168.732433_25236.mark-pc-ubuntu,U=150372
1772250731.39996_62565.mark-pc-ubuntu,U=62565
1772238669.39996_48115.mark-pc-ubuntu,U=48115
1772424421.732433_2422.mark-pc-ubuntu,U=127558
1772223607.39996_18765.mark-pc-ubuntu,U=18765
1772247354.39996_59323.mark-pc-ubuntu,U=59323
1772595961.2229872_1226.mark-pc-ubuntu,U=237317
1772421934.454304_23233.mark-pc-ubuntu,U=124306
1772562414.1420016_52061.mark-pc-ubuntu,U=226971
1772561622.1420016_51776.mark-pc-ubuntu,U=226686
1772250079.39996_62015.mark-pc-ubuntu,U=62015
1772426801.732433_6985.mark-pc-ubuntu,U=132121
1772463838.732433_38130.mark-pc-ubuntu,U=163266
1772255188.39996_65643.mark-pc-ubuntu,U=65643
1772450894.732433_33005.mark-pc-ubuntu,U=158141
1772529359.1420016_32621.mark-pc-ubuntu,U=207531
1772417681.454304_14413.mark-pc-ubuntu,U=115486
1772260637.39996_68382.mark-pc-ubuntu,U=68382
1772417347.454304_12279.mark-pc-ubuntu,U=113352
1772521268.1420016_22440.mark-pc-ubuntu,U=197350
1772526238.1420016_28947.mark-pc-ubuntu,U=203857
1772319671.161440_23181.mark-pc-ubuntu,U=92545
1772438261.732433_23049.mark-pc-ubuntu,U=148185
1772422024.454304_23452.mark-pc-ubuntu,U=124525
1772413731.454304_4216.mark-pc-ubuntu,U=105289
1772301488.161440_214.mark-pc-ubuntu,U=69578
1772240637.39996_50739.mark-pc-ubuntu,U=50739
1772428575.732433_9457.mark-pc-ubuntu,U=134593
1772435098.732433_19127.mark-pc-ubuntu,U=144263
1772232823.39996_38392.mark-pc-ubuntu,U=38392
1772231087.39996_35443.mark-pc-ubuntu,U=35443
1772222711.39996_16006.mark-pc-ubuntu,U=16006
1772415310.454304_9686.mark-pc-ubuntu,U=110759
1772320058.161440_23916.mark-pc-ubuntu,U=93280
1772413583.454304_2653.mark-pc-ubuntu,U=103726
1772413355.454304_97.mark-pc-ubuntu,U=101170
1772327908.29350_954.mark-pc-ubuntu,U=100609
1772219878.39996_10526.mark-pc-ubuntu,U=10526
1772326905.29350_108.mark-pc-ubuntu,U=99763
1772531024.1420016_34267.mark-pc-ubuntu,U=209177
1772306014.161440_3397.mark-pc-ubuntu,U=72761
1772231386.39996_36161.mark-pc-ubuntu,U=36161
1772456161.732433_35399.mark-pc-ubuntu,U=160535
1772418298.454304_16570.mark-pc-ubuntu,U=117643
1772417206.454304_11527.mark-pc-ubuntu,U=112600
1772305104.161440_2112.mark-pc-ubuntu,U=71476
1772515589.1420016_14907.mark-pc-ubuntu,U=189817
1772239926.39996_50000.mark-pc-ubuntu,U=50000
1772328238.69245_124.mark-pc-ubuntu,U=100824
1772223257.39996_17252.mark-pc-ubuntu,U=17252
1772234740.39996_41246.mark-pc-ubuntu,U=41246
1772232642.39996_38128.mark-pc-ubuntu,U=38128
1772593389.2229872_42.mark-pc-ubuntu,U=236133
1772589499.2143882_2938.mark-pc-ubuntu,U=234809
1772440721.732433_25809.mark-pc-ubuntu,U=150945
1772242938.39996_53797.mark-pc-ubuntu,U=53797
1772417407.454304_12809.mark-pc-ubuntu,U=113882
1772484556.732433_43335.mark-pc-ubuntu,U=168471
1772437499.732433_22098.mark-pc-ubuntu,U=147234
1772416196.454304_10357.mark-pc-ubuntu,U=111430
1772449837.732433_32452.mark-pc-ubuntu,U=157588
1772524946.1420016_27257.mark-pc-ubuntu,U=202167
1772222293.39996_14698.mark-pc-ubuntu,U=14698
1772252831.39996_64141.mark-pc-ubuntu,U=64141
1772219132.39996_4964.mark-pc-ubuntu,U=4964
1772223260.39996_17266.mark-pc-ubuntu,U=17266
1772438950.732433_23874.mark-pc-ubuntu,U=149010
1772252733.39996_64075.mark-pc-ubuntu,U=64075
1772223783.39996_19338.mark-pc-ubuntu,U=19338
1772469980.732433_39924.mark-pc-ubuntu,U=165060
1772231419.39996_36226.mark-pc-ubuntu,U=36226
1772414179.454304_7860.mark-pc-ubuntu,U=108933
1772424417.732433_2416.mark-pc-ubuntu,U=127552
1772223228.39996_17112.mark-pc-ubuntu,U=17112
1772229129.39996_30746.mark-pc-ubuntu,U=30746
1772223463.39996_18001.mark-pc-ubuntu,U=18001
1772257897.39996_67089.mark-pc-ubuntu,U=67089
1772221984.39996_14262.mark-pc-ubuntu,U=14262
1772503777.732433_49662.mark-pc-ubuntu,U=174798
1772431282.732433_13838.mark-pc-ubuntu,U=138974
1772424015.732433_1715.mark-pc-ubuntu,U=126851
1772236669.39996_44485.mark-pc-ubuntu,U=44485
1772219702.39996_8729.mark-pc-ubuntu,U=8729
1772453298.732433_34164.mark-pc-ubuntu,U=159300
1772238149.39996_47227.mark-pc-ubuntu,U=47227
1772505262.1420016_964.mark-pc-ubuntu,U=175874
1772324395.5014_875.mark-pc-ubuntu,U=99311
1772413589.454304_2723.mark-pc-ubuntu,U=103796
1772238270.39996_47442.mark-pc-ubuntu,U=47442
1772462775.732433_37788.mark-pc-ubuntu,U=162924
1772559883.1420016_51123.mark-pc-ubuntu,U=226033
